pb_acc,len,orf_strand,orf_frame,orf_start,orf_end,orf_len,fickett,hexamer,coding_score,orf_rank,cds_start,gencode_atg,upstream_atgs,orf_calling_confidence,atg_rank,score_rank,atg_score,gencode_score,orf_score,gene,FL,CPM
PB.9726.20,947,+,3,192,329,138,0.9764,-0.066312499110214,0.0331474228780083,2,6534708,,1,Low Quality ORF,2.0,2.0,0.99,0.0,0.99033147422878,GAPDH,2,0.6694204392134444
PB.9726.21,873,+,2,77,871,795,1.2926,0.476876871067369,0.9997677790850459,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.99999953555817,GAPDH,2,0.6694204392134444
PB.9726.22,3660,+,3,2751,3458,708,1.0602,0.359374819366661,0.996754636844596,1,6537359,,48,None,16.0,1.0,0.02083333333333333,0.0,0.9968222485770002,GAPDH,2,0.6694204392134444
PB.9726.23,1223,+,1,70,1023,954,1.3124,0.53588386315198,0.999973900949935,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999478018998,GAPDH,6,2.008261317640333
PB.9726.24,1809,+,2,86,325,240,1.2995,0.39832473835579707,0.8394496637414721,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,2.0,0.99,0.8,0.9996788993274829,GAPDH,2,0.6694204392134444
PB.9726.25,1865,+,2,50,289,240,1.2995,0.39832473835579707,0.839035401994587,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,2.0,0.99,0.8,0.9996780708039892,GAPDH,2,0.6694204392134444
PB.9726.26,3422,+,2,2411,3319,909,0.754,0.199383294612315,0.9974336016458348,1,6537359,,46,None,17.0,1.0,0.021739130434782608,0.0,0.9974893929144036,GAPDH,2,0.6694204392134444
PB.9726.27,1407,+,2,326,1207,882,1.2952,0.53391911434025,0.9999366492159579,1,6536591,['ENST00000396858.5'],7,None,4.0,1.0,0.14285714285714285,0.8,0.9999891398655928,GAPDH,10,3.347102196067222
PB.9726.28,1169,+,1,88,969,882,1.2952,0.53391911434025,0.9999374705115759,1,6536591,['ENST00000396858.5'],1,None,2.0,1.0,0.99,0.8,0.9999998749410232,GAPDH,107,35.81399349791927
PB.9726.29,1051,+,3,156,851,696,1.315,0.5363555243299,0.999542092321559,1,6536996,,4,None,2.0,1.0,0.25,0.0,0.9996565692411692,GAPDH,54,18.074351858763
PB.9726.3,3750,+,2,2843,3550,708,1.0602,0.359374819366661,0.9967386343572422,1,6537359,,50,None,19.0,1.0,0.02,0.0,0.9968038616700974,GAPDH,8,2.6776817568537776
PB.9726.30,1432,+,2,65,337,273,0.9219,0.160609673306634,0.33177597137888504,2,6536807,['ENST00000396856.5'],1,Low Quality ORF,2.0,3.0,0.99,0.8,0.9986635519427578,GAPDH,2,0.6694204392134444
PB.9726.31,972,+,2,77,772,696,1.315,0.5363555243299,0.999544070634817,1,6536996,,1,None,2.0,1.0,0.99,0.0,0.9999954407063482,GAPDH,27,9.0371759293815
PB.9726.32,878,+,1,58,678,621,1.2952,0.567568573008255,0.999070505784112,1,6537161,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999907050578412,GAPDH,35,11.714857686235277
PB.9726.4,3510,+,2,2603,3310,708,1.0602,0.359374819366661,0.9967811339230992,1,6537359,,47,None,17.0,1.0,0.02127659574468085,0.0,0.9968496204353736,GAPDH,3,1.0041306588201666
PB.9726.5,2918,+,2,1712,2716,1005,1.2770000000000001,0.4901890144074629,0.999975867003168,1,6536468,,23,None,10.0,1.0,0.043478260869565216,0.0,0.9999769162638998,GAPDH,2,0.6694204392134444
PB.9726.6,1788,+,2,77,316,240,1.2995,0.39832473835579707,0.8396047894497579,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,2.0,0.99,0.8,0.9996792095788996,GAPDH,7,2.342971537247055
PB.9726.7,1698,+,2,77,316,240,1.2995,0.39832473835579707,0.8402682407984159,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,2.0,0.99,0.8,0.9996805364815968,GAPDH,3,1.0041306588201666
PB.9726.8,1661,+,2,77,472,396,1.2611,0.389941958843624,0.9617390330636999,2,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999234780661274,GAPDH,2,0.6694204392134444
PB.9726.9,1606,+,2,77,316,240,1.2995,0.39832473835579707,0.840944136497001,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,3.0,0.99,0.8,0.999681888272994,GAPDH,4,1.3388408784268888
